,,Extension,Extension,Extension,Extension,Extension,Extension,HorzBreak,HorzBreak,HorzBreak,HorzBreak,HorzBreak,HorzBreak,RelHeight,RelHeight,RelHeight,RelHeight,RelHeight,RelHeight,RelSide,RelSide,RelSide,RelSide,RelSide,RelSide,RelSpeed,RelSpeed,RelSpeed,RelSpeed,RelSpeed,RelSpeed,SpinAxis,SpinAxis,SpinAxis,SpinAxis,SpinAxis,SpinAxis,SpinRate,SpinRate,SpinRate,SpinRate,SpinRate,SpinRate,VertBreak,VertBreak,VertBreak,VertBreak,VertBreak,VertBreak,pfxx,pfxx,pfxx,pfxx,pfxx,pfxx,pfxz,pfxz,pfxz,pfxz,pfxz,pfxz
,,count,mean,std,min,50%,max,count,mean,std,min,50%,max,count,mean,std,min,50%,max,count,mean,std,min,50%,max,count,mean,std,min,50%,max,count,mean,std,min,50%,max,count,mean,std,min,50%,max,count,mean,std,min,50%,max,count,mean,std,min,50%,max,count,mean,std,min,50%,max
Pitcher,AutoPitchType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ohi, Riley",Fastball,68.0,6.640936424058825,0.2419423927107663,6.1584177239999995,6.6182743550000005,7.368694945,68.0,3.766714136985295,3.1722045872077334,-3.264806179,4.160664669,10.00346316,68.0,6.602853568014706,0.09309487365531699,6.366455021,6.6036419465,6.818999235,68.0,0.4619308180735294,0.28534452136860666,0.03276915,0.4133797295,1.176499437,68.0,88.55660273808827,1.4750258331610555,85.74034168,88.37858954500001,91.83080554,68.0,190.14456245147062,8.492655350684196,171.81845990000002,191.21012125,208.3822031,68.0,2225.5910590588246,82.69678513453783,2049.686707,2220.718289,2402.4847489999997,68.0,-13.895538412852943,2.344403731048956,-19.77949947,-13.98934886,-9.052013788,68.0,-2.1459529509264708,1.7306252530744382,-5.357888654,-2.5409949345,1.619195515,68.0,12.665881739764707,1.2919557087657263,9.593350204,12.836491214999999,15.31388059
"Pearce, Hayden",Curveball,2.0,6.345444213,0.23379160177561184,6.180128586,6.345444213,6.51075984,2.0,-12.203721515,0.3557366181355263,-12.45526529,-12.203721515,-11.95217774,2.0,5.3793053605,0.09543333382655964,5.311823803,5.3793053605,5.446786918,2.0,1.228843077,0.04920102440768649,1.194052699,1.228843077,1.263633455,2.0,72.14161725,0.003807444747566204,72.13892498,72.14161725,72.14430952,2.0,39.649795235,2.9952933861643074,37.53180297,39.649795235,41.7677875,2.0,2256.319234,69.5540267871152,2207.13711,2256.319234,2305.501358,2.0,-69.06984253,0.6073881504562948,-69.49933081,-69.06984253,-68.64035425,2.0,6.4290267205,0.5711138377464663,6.025188253,6.4290267205,6.8328651879999995,2.0,-9.389082483500001,0.0872510264948552,-9.450778276,-9.389082483500001,-9.327386691000001
"Pearce, Hayden",Fastball,36.0,6.692634221111111,0.12938954512865755,6.179363745,6.7104412115,6.860337711000001,36.0,0.4570507143055555,3.9553868414556925,-3.7602396060000003,-0.7561956965000001,11.37972359,36.0,5.3878375542777786,0.05633632977345514,5.20077459,5.3949697,5.4780542610000005,36.0,1.3045796215833334,0.1349241286127383,1.0521928809999999,1.3018320655,1.5658279830000001,36.0,83.88798413694445,1.4803444058176105,79.53869498,84.241734175,85.70900942,36.0,181.36382185833332,15.683217720138883,165.4614425,176.1678875,230.84127400000003,36.0,2115.4024449999993,209.8708686628277,1584.3357740000001,2190.583872,2301.1295,36.0,-24.098800889166668,3.7626255589576436,-34.12134501,-23.89506017,-17.44800689,36.0,-0.6333795297222222,2.319195576881024,-6.744414312000001,0.147967365,1.755728331,36.0,8.398656856250003,1.6138376146416462,5.5861833039999995,8.262752011,11.49673714
"Pearce, Hayden",Slider,15.0,6.034754243333333,0.12235506168994033,5.758067194,6.03317186,6.203838512000001,15.0,-9.207548921533334,1.6175043569446932,-11.81514675,-9.394973386,-6.551541391000001,15.0,5.393341892533334,0.0378877912925289,5.317475035,5.395379312,5.474404755,15.0,1.2199368538,0.11826768012757506,1.011636159,1.213026936,1.4670550130000002,15.0,76.045933982,2.1104092559761285,72.86659989,77.06093686,79.08167505,15.0,71.82307276533334,35.31687871457486,28.1675805,91.1372543,112.029573,15.0,2341.0820935333336,100.47484393368175,2216.682884,2312.322952,2564.962219,15.0,-54.337248684666655,10.995389311873277,-68.43907053,-47.32899213,-42.00517605,15.0,4.757963832066666,1.0421727621318302,3.1423002560000004,4.681202725,6.31990759,15.0,-3.4684276654,4.83261059572325,-9.250140335,-0.40821298799999994,1.451011969
"Petrovick, Hayden",ChangeUp,17.0,5.915071709117647,0.1200178933827699,5.688791045,5.9162690620000005,6.070079689,17.0,-12.69745818564706,2.0254882244106884,-17.84949813,-12.25439298,-8.915951976,17.0,6.236010512764704,0.05890619782927977,6.119413291,6.2385402260000005,6.33698815,17.0,-1.3896454578823534,0.14410769315972638,-1.658295273,-1.409620681,-1.060720156,17.0,74.70920508529412,1.1698019764002423,72.83385033,75.03013354,76.66776624,17.0,149.3628929882353,5.229471433309211,136.8802821,148.2147754,157.2785288,17.0,1968.7980575294118,55.81812887427873,1900.5793210000002,1950.6991690000002,2109.940029,17.0,-29.507748195882353,2.8715961242526995,-34.25088174,-30.02459305,-25.30018331,17.0,7.85735065635294,1.113294866306168,5.886433771,7.871513801,10.682789300000001,17.0,11.893946952117645,1.2902693871532678,9.872398116,11.75428041,14.09943003
"Petrovick, Hayden",Curveball,6.0,5.256100439666667,0.2702993874396403,4.759150757,5.3218435665,5.56175482,6.0,7.306621559500001,3.754332536064473,2.6535345230000003,7.185811977,14.05521355,6.0,5.980887504833333,0.038586202389635026,5.927113072999999,5.979103622,6.039352941000001,6.0,-1.7591459533333331,0.18451207215194834,-2.0939353,-1.750405711,-1.5688722519999998,6.0,69.53455741666666,0.8457589172317374,68.64521656,69.393983365,70.92716919,6.0,287.4246991333334,7.769753654505127,277.0929788,288.3611389,297.51784680000003,6.0,2237.5441026666667,71.34734439104454,2108.330676,2251.4580915,2319.648566,6.0,-62.25169814000001,2.7274613332124185,-65.71533994,-62.26348442,-57.98317874,6.0,-3.164487776833333,2.2515711343619267,-7.168975204,-2.966732595,-0.357700046,6.0,-1.8863921378333333,0.7006777373972987,-2.769847953,-1.8448720085,-0.934364086
"Petrovick, Hayden",Fastball,30.0,5.579316126433332,0.1406172166531669,5.355518301,5.571769208999999,5.891018405,30.0,-14.761084096,1.676459482334594,-18.539275600000003,-14.58491188,-12.05159108,30.0,6.238531292299999,0.11137316935241237,5.995669563,6.2363801709999995,6.427213827,30.0,-1.4946372710666664,0.2849127444274767,-2.062775189,-1.4190563630000002,-1.073199967,30.0,84.94591666733332,0.9474791595099626,82.85932466,85.12531123,87.07913294,30.0,144.77520977333333,3.811676652564843,134.83727199999998,144.74723235,150.7584311,30.0,2122.762837366666,53.816959167565706,2013.6267710000002,2134.401068,2205.745848,30.0,-19.03645368766667,1.9969275617501794,-23.78052667,-19.018148449999998,-15.74061762,30.0,9.097417901600002,1.024142294662171,7.059607222,8.830070148499999,11.01066647,30.0,11.797971018,0.9635513367014316,8.81435228,11.98355652,13.54521774
"Petrovick, Hayden",Other,1.0,5.4980923839999996,,5.4980923839999996,5.4980923839999996,5.4980923839999996,1.0,7.727149132,,7.727149132,7.727149132,7.727149132,1.0,5.999680998,,5.999680998,5.999680998,5.999680998,1.0,-1.9060284730000001,,-1.9060284730000001,-1.9060284730000001,-1.9060284730000001,1.0,69.31259508,,69.31259508,69.31259508,69.31259508,1.0,260.08367940000005,,260.08367940000005,260.08367940000005,260.08367940000005,1.0,2182.23753,,2182.23753,2182.23753,2182.23753,1.0,-57.87162762,,-57.87162762,-57.87162762,-57.87162762,1.0,-3.6649500610000003,,-3.6649500610000003,-3.6649500610000003,-3.6649500610000003,1.0,0.014784104,,0.014784104,0.014784104,0.014784104
"Polack, Ben	",ChangeUp,9.0,6.290757722666667,0.17019533746275955,6.087749118,6.2952390529999995,6.558757883999999,9.0,-14.997932988888891,2.4522349402019215,-18.6343889,-14.72924895,-11.21906175,9.0,4.937400144222222,0.06494370392787689,4.848040545,4.948997618,5.013310689,9.0,-3.093064755777778,0.0880617889420344,-3.28605996,-3.087218412,-2.9985383999999997,9.0,77.71357077666666,0.5942868782838172,76.68013345,77.75155033,78.69488592,9.0,126.33801184444445,7.461251169065995,114.0551514,126.3116492,138.5767154,9.0,2011.5590281111113,87.46821669035722,1858.6702260000002,2021.3278739999998,2113.711146,9.0,-35.11827451,2.35053370075975,-39.37362115,-34.49867353,-32.30108518,9.0,9.936516512777779,1.4634606410065325,8.029633908,9.805355633,12.08403021,9.0,6.3323716342222225,1.136920577882105,4.619485503,6.974377087000001,7.600050895
"Polack, Ben	",Curveball,1.0,5.567749085,,5.567749085,5.567749085,5.567749085,1.0,10.62855166,,10.62855166,10.62855166,10.62855166,1.0,5.127701039,,5.127701039,5.127701039,5.127701039,1.0,-3.07508232,,-3.07508232,-3.07508232,-3.07508232,1.0,71.87212908,,71.87212908,71.87212908,71.87212908,1.0,281.9561771,,281.9561771,281.9561771,281.9561771,1.0,2202.011485,,2202.011485,2202.011485,2202.011485,1.0,-58.45362665,,-58.45362665,-58.45362665,-58.45362665,1.0,-4.793854994,,-4.793854994,-4.793854994,-4.793854994,1.0,-2.2517422380000003,,-2.2517422380000003,-2.2517422380000003,-2.2517422380000003
"Polack, Ben	",Fastball,56.0,6.3021128683750005,0.12359286784479163,6.080345618,6.2994687865,6.5544815739999995,56.0,-12.126102015446426,2.2409865905067186,-16.09373448,-12.203252955,-8.004649933,56.0,5.0834246873749995,0.08915922824101227,4.853884056,5.109674418,5.223529675,56.0,-3.069795699464287,0.16342288307620814,-3.5697177960000004,-3.0345031550000003,-2.8135140880000002,56.0,84.25118225767856,0.7504564302706231,82.61218634,84.38208464499999,85.65749237,56.0,144.98844760178577,6.180818989007474,132.5788055,144.66536775000003,158.9337869,56.0,2247.8794458750003,77.31394070514138,2031.667335,2261.6480985,2396.9596460000002,56.0,-21.962475745178576,2.3020438004057797,-28.67050312,-21.77107446,-18.50220625,56.0,7.989151545107142,1.2646659571821424,5.758834693,7.8724287815,10.50835899,56.0,9.696682965321427,1.3172633025573768,5.182900436000001,9.70512897,11.98289256
"Polack, Ben	",Slider,12.0,5.713781545583333,0.16673847692359942,5.478373135,5.697395465,6.078759422,12.0,9.591710737166668,2.469805747625114,5.319702947,9.672660927999999,14.24766893,12.0,5.0213744509166665,0.05443778718494714,4.927718652,5.0097693285,5.102340969,12.0,-2.9900059362499998,0.15436867448634956,-3.256745687,-2.9790156440000004,-2.723354905,12.0,73.40802961416667,0.809482826207968,72.76796113,73.14241325,75.78267013,12.0,268.54777132500004,23.093913422906184,234.82789390000002,270.2768185,310.1990619,12.0,2363.2226909166666,58.02817182576165,2245.43604,2385.5271384999996,2418.340472,12.0,-53.01894066083333,5.048243212399336,-61.93373303,-54.09398928,-44.58933498,12.0,-4.084948821083333,1.4852947644049943,-6.341323802000001,-4.298828632999999,-1.036733055,12.0,-0.62183890025,2.2254652813265183,-5.082704704,-0.643048931,2.716019125
"Priddy, Jeremiah",ChangeUp,1.0,6.438365336,,6.438365336,6.438365336,6.438365336,1.0,4.068025194,,4.068025194,4.068025194,4.068025194,1.0,5.758488105,,5.758488105,5.758488105,5.758488105,1.0,1.245484203,,1.245484203,1.245484203,1.245484203,1.0,76.20583183,,76.20583183,76.20583183,76.20583183,1.0,195.8591156,,195.8591156,195.8591156,195.8591156,1.0,1403.5926650000001,,1403.5926650000001,1403.5926650000001,1403.5926650000001,1.0,-33.12948825,,-33.12948825,-33.12948825,-33.12948825,1.0,-2.425895196,,-2.425895196,-2.425895196,-2.425895196,1.0,7.509926406,,7.509926406,7.509926406,7.509926406
"Priddy, Jeremiah",Curveball,37.0,6.470574335405407,0.18311211232885027,6.093943552000001,6.467171921,6.82309386,37.0,-8.153192139459458,2.794568101592792,-13.29416198,-8.047113977,-2.702342387,37.0,5.994596252513514,0.05419339086340984,5.876841635,5.996677802000001,6.080805495,37.0,0.9671791474594592,0.09332063050152772,0.746904143,0.972429028,1.148920846,37.0,71.52956424189188,0.9169290099302366,69.56337950000001,71.43909801,73.50793009,37.0,44.182947322972986,13.067226040463634,17.836754199999998,45.34534944,67.51243013,37.0,2188.803434324324,48.87225410018087,2064.243154,2184.797493,2325.0121489999997,37.0,-62.338118229459454,2.5546488474582136,-67.63015558,-62.87852816,-57.372102299999995,37.0,4.558712637864866,1.6057338052371064,1.1072154570000001,4.6828199239999995,7.3383617370000005,37.0,-5.109861540054054,1.3344228710978048,-7.307619477,-5.187553555,-2.737781498
"Priddy, Jeremiah",Fastball,50.0,7.35517740352,0.21665876586839813,6.604304665,7.367047013500001,7.730872669,50.0,9.5351033853,4.113394013924512,-1.7097869890000001,9.0015785455,16.631490799999998,50.0,5.949242312380001,0.1108377221421353,5.75997625,5.920613514,6.43508858,50.0,1.1681381448799997,0.38704192765555046,0.824723689,1.1032572575000001,3.0710038269999997,50.0,85.06541238079998,1.2439551827186288,82.05983129,85.19574471,87.02710183,50.0,207.36923340200002,12.065991787568002,175.9823369,206.4917655,227.7095733,50.0,2217.3398294599997,74.36098843370361,2078.245093,2211.5003690000003,2378.400816,50.0,-18.503520746600003,2.6766195788366667,-24.99474773,-18.60454007,-13.520300899999999,50.0,-6.171696976720001,2.339178155742052,-10.13108699,-6.111252344,-0.282948577,50.0,11.076323986499998,1.561726866279963,7.988826884,11.111535695,15.3386009
"Priddy, Jeremiah",Other,1.0,6.227036313999999,,6.227036313999999,6.227036313999999,6.227036313999999,1.0,-3.811781335,,-3.811781335,-3.811781335,-3.811781335,1.0,6.04811598,,6.04811598,6.04811598,6.04811598,1.0,1.0828933,,1.0828933,1.0828933,1.0828933,1.0,70.58714813,,70.58714813,70.58714813,70.58714813,1.0,91.79699159,,91.79699159,91.79699159,91.79699159,1.0,2060.600918,,2060.600918,2060.600918,2060.600918,1.0,-55.74739705,,-55.74739705,-55.74739705,-55.74739705,1.0,2.393742484,,2.393742484,2.393742484,2.393742484,1.0,-0.934729734,,-0.934729734,-0.934729734,-0.934729734
"Priddy, Jeremiah",Slider,2.0,6.524083141,0.006521623215466215,6.519471657,6.524083141,6.528694625,2.0,-6.638503565500001,5.664990339617758,-10.64425665,-6.638503565500001,-2.632750481,2.0,5.955633067000001,0.05861572976354421,5.914185487,5.955633067000001,5.997080647000001,2.0,0.9812302575,0.09031897897066163,0.917365095,0.9812302575,1.04509542,2.0,74.42369396999999,0.03573234011078517,74.39842739,74.42369396999999,74.44896055,2.0,26.611447695,19.235789228574248,13.00969069,26.611447695,40.2132047,2.0,2297.4650295,30.947533077365183,2275.581819,2297.4650295,2319.34824,2.0,-61.81712004,0.9974994566116583,-62.52245867,-61.81712004,-61.11178141,2.0,3.5253963040000005,3.415430211187383,1.1103224409999999,3.5253963040000005,5.940470167000001,2.0,-6.4010291845000005,0.2813317164999982,-6.599960749,-6.4010291845000005,-6.20209762
"Standley, Joseph",ChangeUp,18.0,7.409754288944445,0.11694814044570527,7.222468567000001,7.3858562580000005,7.628765369,18.0,-16.260281594444443,1.400900385111356,-19.169165399999997,-15.986796734999999,-14.48840284,18.0,4.960463290666667,0.0751412079627837,4.880598111,4.956258022,5.193778881,18.0,-2.065006226777778,0.09330230984032943,-2.245962707,-2.080346186,-1.837118966,18.0,75.57175670388887,0.629927784589618,74.59445878,75.603549845,76.48260399,18.0,124.23875329444445,7.248906402391021,110.2437936,124.6925048,141.09771619999998,18.0,1500.738071166667,32.913268595657,1431.4195710000001,1499.2340195000002,1572.8764019999999,18.0,-35.756068590000005,2.725348251543566,-40.78120993,-36.109028609999996,-30.02255632,18.0,10.576651376388888,0.8946351215296847,9.390845782000001,10.310116784999998,12.22276981,18.0,6.38721180661111,1.7393180857238397,3.223124178,5.899750298999999,10.58226973
"Standley, Joseph",Fastball,19.0,7.114112847421054,0.119145331535985,6.903872868,7.100650406000001,7.289615812,19.0,-13.761469478789474,2.164128022039489,-17.12071275,-13.84413396,-9.042592847,19.0,4.962531486789474,0.09508434282121535,4.8112309369999995,4.944788938,5.234791319,19.0,-2.0261003916315787,0.13630458103979662,-2.22069877,-2.056555926,-1.73371087,19.0,82.3954954131579,0.9610306753897241,80.58857658,82.44241989,83.87499504,19.0,139.28994029999998,6.192300878804586,127.2113835,139.03314939999999,149.8923457,19.0,1984.8995215789473,59.68361497185911,1851.1759760000002,1986.8819809999998,2074.2666010000003,19.0,-23.876700479999997,2.6175235671260273,-27.78317961,-24.06463253,-17.22753191,19.0,9.064102488894736,1.1583794829985918,6.37306461,9.461307629,10.6871575,19.0,9.19814828336842,1.6159093057178657,6.373019795,9.114735861,13.03670295
"Standley, Joseph",Other,1.0,6.3071056070000004,,6.3071056070000004,6.3071056070000004,6.3071056070000004,1.0,19.96830579,,19.96830579,19.96830579,19.96830579,1.0,4.980428074,,4.980428074,4.980428074,4.980428074,1.0,-2.2243089030000003,,-2.2243089030000003,-2.2243089030000003,-2.2243089030000003,1.0,70.64426654,,70.64426654,70.64426654,70.64426654,1.0,263.3916516,,263.3916516,263.3916516,263.3916516,1.0,2019.662986,,2019.662986,2019.662986,2019.662986,1.0,-53.65206459,,-53.65206459,-53.65206459,-53.65206459,1.0,-11.39607511,,-11.39607511,-11.39607511,-11.39607511,1.0,0.595741192,,0.595741192,0.595741192,0.595741192
"Standley, Joseph",Slider,1.0,6.511629766,,6.511629766,6.511629766,6.511629766,1.0,15.03081052,,15.03081052,15.03081052,15.03081052,1.0,4.949884078999999,,4.949884078999999,4.949884078999999,4.949884078999999,1.0,-2.164784141,,-2.164784141,-2.164784141,-2.164784141,1.0,73.08404707,,73.08404707,73.08404707,73.08404707,1.0,262.2901017,,262.2901017,262.2901017,262.2901017,1.0,2106.953972,,2106.953972,2106.953972,2106.953972,1.0,-50.10912102,,-50.10912102,-50.10912102,-50.10912102,1.0,-7.162919688,,-7.162919688,-7.162919688,-7.162919688,1.0,0.8279410190000001,,0.8279410190000001,0.8279410190000001,0.8279410190000001
"Tucker, Cole",Fastball,6.0,6.653125985500001,0.20315218740407165,6.269034884,6.7370744655,6.807122971,6.0,4.4604309791666665,3.1194498085325035,-0.917409348,4.725298121,8.822248391,6.0,5.4842577189999995,0.05029840104629239,5.406080031,5.483564766,5.555755678,6.0,0.6142032461666668,0.0645209580922756,0.5076754760000001,0.625007537,0.6881707020000001,6.0,85.061797725,0.8190914629474482,83.5432373,85.185063,86.02006512,6.0,192.61952846666665,8.341391819161245,177.3201997,194.50775725,201.68369819999998,6.0,1870.8044978333335,70.2535629985793,1788.097878,1863.3979955,1968.5604469999998,6.0,-18.320550958333335,2.3626511919896696,-20.69134546,-18.83595729,-15.44261944,6.0,-2.8006919561666668,1.6863415184039148,-5.143147705,-3.1766734365,-0.088260086,6.0,11.538344369999999,1.0744395733207388,10.07484728,11.5713708,12.71871633
"Wallace, Zach",Curveball,2.0,5.4193877945,0.1772558471150252,5.294048983,5.4193877945,5.544726606,2.0,14.135659725,2.449782509641919,12.4034019,14.135659725,15.86791755,2.0,5.386623566,0.03852337118630076,5.359383429,5.386623566,5.413863703,2.0,-2.6716657355,0.11986193140133404,-2.75642092,-2.6716657355,-2.586910551,2.0,67.9004265,0.13853184922880366,67.80246969,67.9004265,67.99838331,2.0,277.98672265000005,8.603426260163431,271.90318160000004,277.98672265000005,284.0702637,2.0,2105.1858645,32.71755994360463,2082.051056,2105.1858645,2128.320673,2.0,-65.23290258,3.392933336000716,-67.63206875,-65.23290258,-62.83373641,2.0,-6.8443166565,1.1372798237779072,-7.648494932,-6.8443166565,-6.040138381,2.0,-1.839581338,1.4672720692326158,-2.877099368,-1.839581338,-0.8020633079999999
"Wallace, Zach",Fastball,1.0,6.341850174,,6.341850174,6.341850174,6.341850174,1.0,-8.005437181,,-8.005437181,-8.005437181,-8.005437181,1.0,5.525796477999999,,5.525796477999999,5.525796477999999,5.525796477999999,1.0,-2.282144293,,-2.282144293,-2.282144293,-2.282144293,1.0,83.9225859,,83.9225859,83.9225859,83.9225859,1.0,156.3929148,,156.3929148,156.3929148,156.3929148,1.0,2184.4062289999997,,2184.4062289999997,2184.4062289999997,2184.4062289999997,1.0,-21.19243668,,-21.19243668,-21.19243668,-21.19243668,1.0,5.633607017,,5.633607017,5.633607017,5.633607017,1.0,10.34136434,,10.34136434,10.34136434,10.34136434
"Wallace, Zach",Other,3.0,5.428229868333333,0.14477621371388277,5.284054959,5.42703466,5.5735999860000005,3.0,15.941466716666667,1.9710924878453968,13.80059536,16.34279256,17.68101223,3.0,5.369193836666667,0.050289496640576435,5.312529341,5.386531327999999,5.4085208410000005,3.0,-2.6061927316666664,0.08460771365366707,-2.703778044,-2.5614368219999997,-2.553363329,3.0,68.76315484333334,0.7354850621095809,67.94460391,68.97642252,69.36843809999999,3.0,265.6722158,3.4779612381417584,263.0727243,264.32088680000004,269.62303629999997,3.0,2097.9881913333334,51.90705181690034,2039.2185920000002,2117.1777629999997,2137.568219,3.0,-59.60591983999999,2.4803667765120494,-62.43548258,-58.57506603,-57.80721091,3.0,-7.781639878999999,1.1543313954311747,-8.737922828,-8.107627226,-6.499369582999999,3.0,0.17669942366666666,0.5984460641723238,-0.50611482,0.42612163799999997,0.610091453
"West, Kevin",Curveball,8.0,5.661702808625001,0.12297224012029782,5.509433274,5.6400941115,5.865854112999999,8.0,-12.368989701625,2.915970225654716,-16.63207736,-12.36590343,-8.084983467999999,8.0,6.093390066375,0.07606603888398626,5.97312726,6.10182577,6.185893366,8.0,1.3505597431250003,0.07574437960941235,1.2735050509999999,1.342537875,1.486141638,8.0,76.00957648375001,1.2144154835717331,73.28383841,76.298681415,77.04158827,8.0,57.730510012500005,13.983630985907437,40.67050474,58.429617934999996,84.48065447,8.0,2496.9701828749994,113.20941794519374,2327.663298,2480.1510154999996,2706.507332,8.0,-57.68407494499999,4.959756745541591,-64.99183968,-58.15081764,-49.61909786,8.0,6.2702529843749994,1.3416092577861602,4.545127702,6.178339962000001,8.298132213999999,8.0,-4.75949905875,2.5800854811003986,-8.535543419,-4.441090781,-0.911309514
"West, Kevin",Fastball,29.0,6.246328464482758,0.16864920395361555,5.9257931589999995,6.248912852999999,6.708579982000001,29.0,13.90480833889655,2.7500234621631847,8.836156427,13.75506814,18.19776369,29.0,6.175168558896552,0.0748620502428324,6.025742789,6.188110957999999,6.34973165,29.0,1.1888085909655173,0.11647493820203868,0.9566094740000001,1.165396002,1.483471819,29.0,92.00953426724138,1.389728198309569,89.38624763,91.98294720000001,94.24232791,29.0,218.44498823103453,8.457707578157274,203.95381980000002,217.72790930000002,236.0538068,29.0,2178.1090578275857,92.44338960120614,1994.2028899999998,2186.917975,2340.395762,29.0,-15.31628250724138,3.0687943924692274,-21.84810747,-15.59143105,-8.73516888,29.0,-8.42325052862069,1.5266921731847705,-11.06826093,-8.220285407,-5.104550173,29.0,10.33743972575862,1.797983128868495,6.909069641,10.29463653,13.93765463
"West, Kevin",Sinker,2.0,5.925884847,0.12743814003422338,5.835772474,5.925884847,6.01599722,2.0,19.984966805,0.22381065945151504,19.82670877,19.984966805,20.14322484,2.0,6.045108054,0.023423654588924567,6.028545029,6.045108054,6.061671079,2.0,1.442855341,0.01824654400619604,1.429953086,1.442855341,1.455757596,2.0,91.38072085499999,0.7597935690822654,90.84346567,91.38072085499999,91.91797604,2.0,243.75660655000001,2.4743578997560367,242.0069713,243.75660655000001,245.5062418,2.0,2128.2860375,11.712111551388388,2120.004324,2128.2860375,2136.567751,2.0,-23.992841765,0.537237352415913,-24.37272594,-23.992841765,-23.61295759,2.0,-11.554862685,0.17668772005036143,-11.67979977,-11.554862685,-11.429925599999999,2.0,5.799402496000001,0.016959480971002423,5.787410332,5.799402496000001,5.81139466
"Zanger, Josh",ChangeUp,3.0,5.892209437999999,0.13322163915265042,5.739409352999999,5.953211245,5.984007716,3.0,-3.2369517266666663,2.2086803817217695,-5.504794106,-3.113444925,-1.0926161490000001,3.0,4.976013792333333,0.0195912733785056,4.962288131,4.967303483999999,4.998449762,3.0,2.429708297,0.061048876848775566,2.392656407,2.396298383,2.500170101,3.0,74.11620605666667,2.10007133649169,71.71599312,75.01709185,75.6155332,3.0,166.31549516666666,9.030968255549537,157.73256130000001,165.4777982,175.736126,3.0,1894.5694696666667,18.314861099697804,1875.026175,1897.342627,1911.3396070000001,3.0,-38.124197493333334,3.8584851242381197,-42.19999669,-37.64475968,-34.52783611,3.0,1.0823918003333333,1.0084816408002713,0.20959051199999998,0.8511857840000001,2.186399105,3.0,7.075153230000001,0.7501374035352204,6.428895672,6.89881279,7.897751228
"Zanger, Josh",Fastball,46.0,6.256196105195651,0.1377014349715337,5.912493271000001,6.276763625,6.469929092,46.0,12.04122620423913,2.4653483843198813,5.151072846,12.335725275,18.05099303,46.0,5.060402253586956,0.07189263697045811,4.927903305,5.050717982,5.234833269,46.0,2.386174198543478,0.09842690954285366,2.193953831,2.390910484,2.60627892,46.0,83.37964212282608,1.3650092464722743,80.07349833,83.57354882,86.22907191,46.0,220.75689906304342,10.274671927160746,194.0009129,220.82197159999998,236.9564395,46.0,1606.400604869565,124.30668793299719,1303.236793,1636.91536,1775.7886,46.0,-25.88749315608695,3.6928873847785435,-33.61866561,-26.00073835,-18.91544443,46.0,-7.562705809152175,1.3850821998351102,-10.86360326,-7.582920793,-3.868243907,46.0,7.854307242326089,1.7960802405897536,4.425060449,7.633685034,11.20914738
"Zanger, Josh",Other,1.0,5.6458662529999994,,5.6458662529999994,5.6458662529999994,5.6458662529999994,1.0,-8.654722722999999,,-8.654722722999999,-8.654722722999999,-8.654722722999999,1.0,5.006857642,,5.006857642,5.006857642,5.006857642,1.0,2.448196285,,2.448196285,2.448196285,2.448196285,1.0,70.76930381,,70.76930381,70.76930381,70.76930381,1.0,146.7579697,,146.7579697,146.7579697,146.7579697,1.0,1786.097988,,1786.097988,1786.097988,1786.097988,1.0,-44.09981188,,-44.09981188,-44.09981188,-44.09981188,1.0,3.681284523,,3.681284523,3.681284523,3.681284523,1.0,6.659416642,,6.659416642,6.659416642,6.659416642
"Zanger, Josh",Sinker,2.0,6.446395732000001,0.10681827272714799,6.370863807,6.446395732000001,6.521927657000001,2.0,14.49683959,0.28473760308470686,14.2954997,14.49683959,14.69817948,2.0,4.979160541000001,0.06231259573845859,4.935098882,4.979160541000001,5.0232222,2.0,2.354540414,0.027912886038060733,2.334803023,2.354540414,2.374277805,2.0,84.8299288,0.5604934651241051,84.43360007,84.8299288,85.22625753,2.0,241.32003765000002,0.5370664800622068,240.94027430000003,241.32003765000002,241.69980099999998,2.0,1677.474542,66.62476057851764,1630.363722,1677.474542,1724.585362,2.0,-30.23933013,0.5105124001133917,-30.60031691,-30.23933013,-29.87834335,2.0,-8.9821038465,0.12160263313514293,-9.068089893,-8.9821038465,-8.8961178,2.0,4.618041364,0.32960836071873667,4.384973057,4.618041364,4.851109671000001
"Zanger, Josh",Slider,7.0,5.865250808142856,0.08160249922828296,5.781473811000001,5.838601156,6.035501217,7.0,-10.982578790571427,3.2555766160199613,-14.95545477,-11.91364252,-7.427390182999999,7.0,4.980288076,0.041511721878367866,4.924924348999999,4.991255788999999,5.038722841,7.0,2.465231983428571,0.11404343556314643,2.331779703,2.428029158,2.642528356,7.0,73.49593120428572,0.4186875957458182,72.92063688,73.5458449,73.93699857,7.0,136.53703824285714,11.929631961367555,119.44641010000001,137.330836,148.54817119999998,7.0,1897.440248142857,52.15428941562685,1801.8372100000001,1903.5546760000002,1965.2571489999998,7.0,-41.53385296857142,1.5323943218903142,-44.01692731,-41.25977202,-39.69398013,7.0,5.133953663999999,1.647919402944981,3.1619753530000003,5.707201982999999,7.155537785,7.0,5.9168915392857135,0.7454674536316714,4.669400355,6.336925487,6.670001384
